City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Kavaratti,IN,2022-01-30 06:32:21,10.5669,72.642,81.64,66,67,9.13
297,Kiama,AU,2022-01-30 06:33:15,-34.6833,150.8667,84.99,74,94,7.0
298,Maunabo,PR,2022-01-30 06:33:15,18.0072,-65.8993,70.43,72,0,5.3
299,Springdale,US,2022-01-30 06:33:15,36.1867,-94.1288,40.03,58,0,4.61
300,Benjamin Constant,BR,2022-01-30 06:33:16,-4.3831,-70.0311,75.33,83,100,1.92
301,Santiago De Chuco,PE,2022-01-30 06:33:16,-8.15,-78.1833,47.75,82,81,3.67
302,Vasterhaninge,SE,2022-01-30 06:33:17,59.1167,18.1,31.84,90,100,31.7
303,Teguldet,RU,2022-01-30 06:33:17,57.3064,88.1667,13.84,89,100,2.55
304,Pangnirtung,CA,2022-01-30 06:33:17,66.1451,-65.7125,-9.4,59,100,10.36
305,Ozark,US,2022-01-30 06:33:17,37.0209,-93.206,40.95,56,6,7.09
306,Wanze,BE,2022-01-30 06:33:18,50.5395,5.2092,40.78,93,40,4.61
307,Norrkoping,SE,2022-01-30 06:33:18,58.5942,16.1826,37.4,80,100,19.57
308,Kortkeros,RU,2022-01-30 06:33:19,61.8106,51.5806,5.0,93,100,5.17
309,Teresopolis,BR,2022-01-30 06:33:19,-22.4122,-42.9656,63.14,96,100,2.62
310,Puerto Ayora,EC,2022-01-30 06:32:01,-0.7393,-90.3518,72.91,85,100,5.17
311,Am Timan,TD,2022-01-30 06:33:19,11.0297,20.2827,72.52,16,12,7.96
312,College,US,2022-01-30 06:31:41,64.8569,-147.8028,-21.33,76,0,0.0
313,Avarua,CK,2022-01-30 06:31:09,-21.2078,-159.775,78.85,83,20,8.05
314,Veraval,IN,2022-01-30 06:33:20,20.9,70.3667,77.5,24,0,1.9
315,Tapah,MY,2022-01-30 06:33:20,4.2004,101.2598,93.11,51,32,2.13
316,Bafoulabe,ML,2022-01-30 06:33:20,13.8065,-10.8321,73.85,17,6,3.94
317,Dalvik,IS,2022-01-30 06:33:21,65.9702,-18.5286,33.73,82,100,13.42
318,Half Moon Bay,US,2022-01-30 06:32:50,37.4636,-122.4286,55.02,73,0,0.0
319,Hearst,CA,2022-01-30 06:32:02,49.6835,-83.6665,1.65,96,100,5.08
320,Kaduy,RU,2022-01-30 06:33:21,59.2,37.15,19.44,93,100,10.6
321,Qasigiannguit,GL,2022-01-30 06:34:21,68.8193,-51.1922,7.05,69,100,13.27
322,Kalabo,ZM,2022-01-30 06:34:21,-14.97,22.6814,64.99,96,100,10.69
323,Mailsi,PK,2022-01-30 06:34:22,29.8003,72.1758,72.57,17,0,1.21
324,Shenzhen,CN,2022-01-30 06:34:22,22.5455,114.0683,68.14,69,51,9.22
325,Christchurch,NZ,2022-01-30 06:33:12,-43.5333,172.6333,70.95,62,100,5.01
326,Mayo,US,2022-01-30 06:34:22,38.8876,-76.5119,21.74,51,0,7.0
327,Sobolevo,RU,2022-01-30 06:34:23,54.4299,31.8996,25.59,95,100,17.87
328,Toamasina,MG,2022-01-30 06:34:23,-18.1667,49.3833,84.2,70,75,5.75
329,Vila Velha,BR,2022-01-30 06:34:23,-20.3297,-40.2925,76.95,92,0,2.3
330,Roald,NO,2022-01-30 06:34:24,62.5833,6.1333,37.45,80,75,11.5
331,Skrunda,LV,2022-01-30 06:34:24,56.6833,22.0167,35.26,97,100,14.34
332,Diffa,NE,2022-01-30 06:34:24,13.3154,12.6113,61.27,27,2,11.1
333,Ekuvukeni,ZA,2022-01-30 06:34:24,-28.4675,30.1551,71.8,66,69,0.96
334,Lumeje,AO,2022-01-30 06:34:25,-11.55,20.7833,65.93,92,100,6.22
335,Pastavy,BY,2022-01-30 06:34:25,55.1168,26.8326,33.49,97,100,17.25
336,La Paz,BO,2022-01-30 06:30:03,-16.5,-68.15,44.58,100,100,5.75
337,Hasaki,JP,2022-01-30 06:34:25,35.7333,140.8333,48.29,41,100,6.73
338,Isla Vista,US,2022-01-30 06:34:26,34.4133,-119.861,60.44,52,0,4.61
339,Hauterive,FR,2022-01-30 06:34:26,46.0901,3.4459,41.02,97,100,0.6
340,Honiara,SB,2022-01-30 06:34:26,-9.4333,159.95,82.02,84,100,3.44
341,Hofn,IS,2022-01-30 06:34:26,64.2539,-15.2082,32.41,63,100,3.38
342,Goundam,ML,2022-01-30 06:34:27,16.4145,-3.6708,64.49,17,4,10.63
343,Tuatapere,NZ,2022-01-30 06:31:55,-46.1333,167.6833,63.82,88,100,1.81
344,Kjollefjord,NO,2022-01-30 06:34:27,70.9457,27.3465,25.11,95,96,3.51
345,Yarada,IN,2022-01-30 06:34:27,17.65,83.2667,80.92,47,20,4.61
346,Turkistan,KZ,2022-01-30 06:34:27,43.0,68.0,36.64,45,0,6.78
347,Old Town,CZ,2022-01-30 06:34:28,50.087,14.4202,43.47,61,75,18.01
348,Marsh Harbour,BS,2022-01-30 06:34:28,26.5412,-77.0636,59.76,63,100,19.51
349,Punta Alta,AR,2022-01-30 06:33:54,-38.8759,-62.0736,77.09,48,100,24.56
350,Chaoyang,CN,2022-01-30 06:34:28,41.5703,120.4586,32.14,18,1,3.06
351,Torbay,CA,2022-01-30 06:31:50,47.6666,-52.7314,51.28,97,100,33.38
352,Getulio Vargas,UY,2022-01-30 06:34:28,-32.6796,-53.5494,60.1,87,9,4.68
353,Emba,KZ,2022-01-30 06:34:29,48.8264,58.1442,18.86,95,100,10.18
354,Mondlo,ZA,2022-01-30 06:34:29,-27.983,30.7177,68.58,72,100,2.24
355,Maur,IN,2022-01-30 06:34:29,30.0833,75.25,68.38,32,6,8.79
356,Havoysund,NO,2022-01-30 06:34:29,70.9963,24.6622,25.68,60,100,14.18
357,Hamilton,US,2022-01-30 06:31:05,39.1834,-84.5333,21.63,72,20,1.01
358,Dingle,PH,2022-01-30 06:34:30,10.9995,122.6711,86.54,65,44,2.42
359,Leningradskiy,RU,2022-01-30 06:34:30,69.3833,178.4167,-7.71,91,100,3.89
360,Sibolga,ID,2022-01-30 06:34:30,1.7427,98.7792,83.48,74,100,5.59
361,Goderich,CA,2022-01-30 06:34:31,43.7501,-81.7165,15.91,79,100,8.05
362,Pevek,RU,2022-01-30 06:31:56,69.7008,170.3133,-12.32,96,100,3.58
363,Constitucion,CL,2022-01-30 06:34:31,-35.3333,-72.4167,56.82,93,11,6.02
364,Chunhuhub,MX,2022-01-30 06:34:31,19.55,-88.6833,56.1,89,5,2.68
365,Los Llanos De Aridane,ES,2022-01-30 06:33:35,28.6585,-17.9182,56.95,72,100,8.05
366,Ust-Kuyga,RU,2022-01-30 06:34:31,70.0167,135.6,-31.22,100,97,7.65
367,Narasannapeta,IN,2022-01-30 06:35:32,18.4167,84.05,78.44,38,6,4.88
368,Bintulu,MY,2022-01-30 06:35:32,3.1667,113.0333,88.21,74,40,8.01
369,Awjilah,LY,2022-01-30 06:35:32,29.1081,21.2869,52.34,63,100,8.88
370,Camacha,PT,2022-01-30 06:35:33,33.0833,-16.3333,58.42,88,20,10.36
371,Goure,NE,2022-01-30 06:35:33,13.9835,10.2704,63.01,19,0,11.18
372,Dickinson,US,2022-01-30 06:32:38,29.4608,-95.0513,52.95,77,0,6.91
373,Panguna,PG,2022-01-30 06:35:33,-6.3164,155.4848,72.93,91,100,1.28
374,Rio Grande,BR,2022-01-30 06:35:33,-32.035,-52.0986,61.95,72,73,11.56
375,Port Hedland,AU,2022-01-30 06:35:34,-20.3167,118.5667,93.25,55,30,24.16
376,Samarai,PG,2022-01-30 06:35:34,-10.6167,150.6667,84.42,69,100,8.37
377,Ulladulla,AU,2022-01-30 06:35:34,-35.35,150.4667,80.76,70,71,8.9
378,Margate,GB,2022-01-30 06:35:35,51.3813,1.3862,38.88,81,5,1.99
379,Paamiut,GL,2022-01-30 06:35:35,61.994,-49.6678,10.76,80,100,9.13
380,Olyka,UA,2022-01-30 06:35:35,50.7186,25.8125,36.93,87,99,22.37
381,Tatawin,TN,2022-01-30 06:35:35,32.9297,10.4518,45.48,89,7,5.03
382,Saint-Francois,FR,2022-01-30 06:31:55,46.4154,3.9054,40.68,93,100,3.44
383,Bonavista,CA,2022-01-30 06:35:36,48.6499,-53.1147,46.4,97,100,34.0
384,Belmonte,BR,2022-01-30 06:35:36,-15.8631,-38.8828,75.7,88,100,6.98
385,Talnakh,RU,2022-01-30 06:35:36,69.4865,88.3972,-0.8,97,100,8.03
386,Ndele,CF,2022-01-30 06:35:37,8.4109,20.6473,73.45,15,94,9.82
387,Nicoya,CR,2022-01-30 06:35:37,10.1483,-85.452,78.35,78,21,7.85
388,Wageningen,NL,2022-01-30 06:35:37,51.9667,5.6667,43.86,83,100,9.22
389,Le Port,RE,2022-01-30 06:34:57,-20.9373,55.2919,86.0,75,48,1.39
390,Kamenka,RU,2022-01-30 06:31:35,51.3223,42.7678,26.67,96,99,6.96
391,Axim,GH,2022-01-30 06:35:37,4.8699,-2.2405,77.14,90,63,3.76
392,Urusha,RU,2022-01-30 06:35:38,54.05,122.9,7.61,63,12,6.85
393,Kenai,US,2022-01-30 06:35:38,60.5544,-151.2583,21.29,92,100,3.44
394,Wadern,DE,2022-01-30 06:35:38,49.5333,6.8833,40.21,90,32,6.96
395,Qeshm,IR,2022-01-30 06:35:38,26.9581,56.2719,71.47,59,0,10.2
396,Zhanakorgan,KZ,2022-01-30 06:35:39,43.9098,67.2495,31.15,60,1,3.76
397,Kailua,US,2022-01-30 06:35:39,21.4022,-157.7394,73.74,75,0,6.91
398,Goroka,PG,2022-01-30 06:35:39,-6.0834,145.3873,67.78,90,100,1.41
399,Saint-Joseph,RE,2022-01-30 06:35:39,-21.3667,55.6167,84.58,71,17,12.3
400,Krutinka,RU,2022-01-30 06:35:40,56.0055,71.5113,5.85,87,100,8.08
401,Ahipara,NZ,2022-01-30 06:31:37,-35.1667,173.1667,69.4,67,100,5.77
402,Plettenberg Bay,ZA,2022-01-30 06:35:40,-34.0527,23.3716,72.5,67,0,4.41
403,Necochea,AR,2022-01-30 06:35:40,-38.5473,-58.7368,72.03,59,9,16.96
404,Capitao Poco,BR,2022-01-30 06:32:56,-1.7464,-47.0594,70.21,99,100,3.24
405,Concordia,AR,2022-01-30 06:35:41,-31.393,-58.0209,68.79,71,0,5.99
406,Nioro,GM,2022-01-30 06:35:41,13.35,-15.75,69.64,30,17,8.48
407,Ixtapa,MX,2022-01-30 06:35:02,20.7,-105.2,69.22,87,0,3.36
408,Homer,US,2022-01-30 06:36:41,59.6425,-151.5483,21.09,81,100,14.97
409,Flin Flon,CA,2022-01-30 06:36:42,54.7682,-101.865,0.73,97,100,5.37
410,Tessalit,ML,2022-01-30 06:34:38,20.1986,1.0114,62.08,17,6,10.76
411,Nantucket,US,2022-01-30 06:36:42,41.2835,-70.0995,19.51,79,20,19.57
412,Svetlaya,RU,2022-01-30 06:36:42,46.5389,138.3297,10.45,56,61,6.8
413,Tilichiki,RU,2022-01-30 06:36:42,60.4667,166.1,18.01,71,94,18.61
414,Marsabit,KE,2022-01-30 06:36:43,2.3284,37.9899,70.41,60,15,16.75
415,Kirovskiy,RU,2022-01-30 06:36:43,45.0917,133.5136,10.83,87,100,7.38
416,Yar-Sale,RU,2022-01-30 06:36:43,66.8333,70.8333,-7.62,97,96,8.97
417,Moron,AR,2022-01-30 06:36:43,-34.6534,-58.6198,74.95,70,0,7.31
418,Inirida,CO,2022-01-30 06:36:44,3.8653,-67.9239,68.25,64,30,2.46
419,Panaba,MX,2022-01-30 06:36:44,21.2833,-88.2667,61.0,74,15,6.6
420,Pochutla,MX,2022-01-30 06:33:47,15.7432,-96.4661,72.82,65,6,2.42
421,Ercis,TR,2022-01-30 06:36:44,39.0287,43.3586,24.4,90,100,1.57
422,Tanout,NE,2022-01-30 06:36:44,14.9709,8.8879,56.37,19,4,16.44
423,Mananara,MG,2022-01-30 06:36:45,-16.1667,49.7667,85.08,62,73,4.45
424,Chokurdakh,RU,2022-01-30 06:36:45,70.6333,147.9167,-26.18,93,56,1.99
425,Beckley,US,2022-01-30 06:36:45,37.7782,-81.1882,10.89,74,40,4.61
426,Whyalla,AU,2022-01-30 06:36:45,-33.0333,137.5833,87.69,42,0,14.97
427,Belaya Gora,RU,2022-01-30 06:36:46,68.5333,146.4167,-23.51,100,86,1.61
428,Boda,CF,2022-01-30 06:36:46,4.3189,17.4695,78.58,18,19,11.7
429,Hoi An,VN,2022-01-30 06:36:46,15.8794,108.335,75.16,82,61,9.37
430,Chapais,CA,2022-01-30 06:35:03,49.7834,-74.8492,-29.42,100,52,3.31
431,Beringovskiy,RU,2022-01-30 06:33:59,63.05,179.3167,-13.32,100,86,2.62
432,Sao Francisco De Assis,BR,2022-01-30 06:36:47,-29.5503,-55.1311,61.95,79,0,7.07
433,Storforshei,NO,2022-01-30 06:36:47,66.4043,14.5233,19.83,97,100,2.04
434,Bilma,NE,2022-01-30 06:36:47,18.6853,12.9164,53.98,28,0,12.37
435,Komsomolskiy,UZ,2022-01-30 06:36:47,40.4272,71.7189,40.42,81,51,4.61
436,Uray,RU,2022-01-30 06:36:48,60.1247,64.7758,5.86,95,100,3.78
437,Cabedelo,BR,2022-01-30 06:36:48,-6.9811,-34.8339,75.87,82,100,9.31
438,Golpayegan,IR,2022-01-30 06:36:48,33.4537,50.2884,30.94,34,0,2.21
439,Ilulissat,GL,2022-01-30 06:33:38,69.2167,-51.1,6.82,51,20,20.71
440,Jaffna,LK,2022-01-30 06:36:24,9.6685,80.0074,79.83,80,39,14.16
441,Thoen,TH,2022-01-30 06:36:49,17.6129,99.2161,86.56,23,4,5.03
442,Vryburg,ZA,2022-01-30 06:36:49,-26.9566,24.7284,67.55,74,100,10.09
443,Santa Isabel Do Rio Negro,BR,2022-01-30 06:36:49,-0.4139,-65.0192,72.05,98,89,2.62
444,Arrifes,PT,2022-01-30 06:36:50,37.7667,-25.7,55.65,72,75,8.05
445,Florianopolis,BR,2022-01-30 06:36:50,-27.6146,-48.5012,70.63,83,75,8.05
446,Batagay-Alyta,RU,2022-01-30 06:36:50,67.8006,130.4114,-21.19,97,74,3.13
447,Bagaha,IN,2022-01-30 06:36:50,27.1,84.0833,65.52,50,0,2.44
448,Shubarshi,KZ,2022-01-30 06:36:51,48.5872,57.1869,22.73,95,95,10.85
449,Cordoba,AR,2022-01-30 06:33:48,-31.4135,-64.1811,64.6,94,0,5.75
450,Sakakah,SA,2022-01-30 06:36:51,29.9697,40.2064,47.77,40,0,12.53
451,Horodnya,UA,2022-01-30 06:36:51,51.8909,31.5974,27.82,96,100,19.13
452,Mahon,ES,2022-01-30 06:36:51,39.8885,4.2658,43.36,100,0,6.91
453,Amilly,FR,2022-01-30 06:36:52,47.9728,2.7719,46.11,96,95,5.82
454,Caimito,CO,2022-01-30 06:37:52,8.8123,-75.4107,71.2,87,100,3.29
455,Amapa,BR,2022-01-30 06:37:52,1.0,-52.0,69.37,100,100,1.66
456,Shumskiy,RU,2022-01-30 06:37:52,54.8318,99.1328,14.58,79,66,2.64
457,Druzhnaya Gorka,RU,2022-01-30 06:37:53,59.2761,30.1425,27.1,95,100,13.53
458,Bonnyville,CA,2022-01-30 06:37:53,54.2668,-110.735,21.0,90,100,6.17
459,Moyale,KE,2022-01-30 06:37:53,3.5167,39.0584,77.95,26,72,12.66
460,Batagay,RU,2022-01-30 06:37:53,67.6333,134.6333,-28.89,97,98,2.93
461,Miraflores,MX,2022-01-30 06:37:54,19.2167,-98.8083,58.03,78,9,0.49
462,Ushibuka,JP,2022-01-30 06:37:54,32.1906,130.0228,49.53,51,100,10.67
463,Bretcu,RO,2022-01-30 06:37:54,46.05,26.3,30.07,91,96,7.25
464,Touros,BR,2022-01-30 06:37:54,-5.1989,-35.4608,76.1,83,100,9.17
465,Kruisfontein,ZA,2022-01-30 06:37:55,-34.0033,24.7314,70.88,53,0,7.54
466,Vondrozo,MG,2022-01-30 06:33:18,-22.8167,47.2833,78.57,63,25,4.41
467,Lata,PT,2022-01-30 06:37:55,40.1629,-8.3327,45.01,48,23,5.5
468,Vaitape,PF,2022-01-30 06:37:55,-16.5167,-151.75,80.74,71,100,5.32
469,San Policarpo,PH,2022-01-30 06:37:56,12.1791,125.5072,82.71,75,28,7.74
470,Benicarlo,ES,2022-01-30 06:37:56,40.4165,0.4271,51.57,41,0,2.46
471,Aklavik,CA,2022-01-30 06:37:56,68.2191,-135.0107,-17.57,94,100,6.51
472,Lamtah,TN,2022-01-30 06:37:56,35.6667,10.8833,50.88,79,0,12.88
473,Conde,BR,2022-01-30 06:37:57,-7.2597,-34.9075,74.66,100,75,4.61
474,Praya,CV,2022-01-30 06:37:57,14.9215,-23.5087,68.54,68,75,14.97
475,Port-Cartier,CA,2022-01-30 06:37:57,50.0334,-66.8654,9.75,93,100,16.49
476,Guanica,PR,2022-01-30 06:37:57,17.9716,-66.908,73.6,88,0,1.01
477,Grand Gaube,MU,2022-01-30 06:37:58,-20.0064,57.6608,87.39,60,59,10.0
478,Tual,ID,2022-01-30 06:37:58,-5.6667,132.75,84.11,74,100,17.43
479,Ivanteyevka,RU,2022-01-30 06:37:58,55.9711,37.9208,25.14,96,100,7.72
480,Bubaque,GW,2022-01-30 06:37:58,11.2833,-15.8333,77.76,50,67,15.28
481,Alexandria,EG,2022-01-30 06:36:31,31.2156,29.9553,48.74,87,40,4.61
482,Kulhudhuffushi,MV,2022-01-30 06:37:59,6.6221,73.07,82.63,71,19,15.01
483,Mackenzie,CA,2022-01-30 06:37:59,55.2999,-123.1698,32.22,86,100,5.75
484,Caraballeda,VE,2022-01-30 06:37:59,10.6112,-66.8522,73.47,76,20,0.0
485,Vestmanna,FO,2022-01-30 06:37:59,62.1564,-7.1664,31.12,80,100,0.0
486,Bereda,ES,2022-01-30 06:38:00,43.2686,-7.5406,35.58,100,6,1.54
487,Taltal,CL,2022-01-30 06:34:56,-25.4,-70.4833,63.55,83,30,2.98
488,Ust-Maya,RU,2022-01-30 06:34:54,60.4167,134.5333,-18.0,96,100,0.74
489,Okha,RU,2022-01-30 06:38:00,53.5739,142.9478,-4.11,94,100,7.23
490,Dhidhdhoo,MV,2022-01-30 06:38:00,6.8833,73.1,82.8,72,23,14.94
491,Padang,ID,2022-01-30 06:36:12,-0.9492,100.3543,87.85,73,100,7.74
492,Vagur,FO,2022-01-30 06:38:01,61.4732,-6.8119,38.59,76,100,17.07
493,Roanne,FR,2022-01-30 06:38:01,46.0,4.0,40.32,98,100,4.18
494,Dzilam Gonzalez,MX,2022-01-30 06:38:01,21.2833,-88.9333,62.56,73,41,5.39
495,Medvezhyegorsk,RU,2022-01-30 06:38:01,62.9167,34.4667,16.72,94,100,9.51
496,Evansville,US,2022-01-30 06:38:02,37.9748,-87.5558,29.17,60,0,3.0
497,Hongjiang,CN,2022-01-30 06:38:02,27.11,109.9956,43.88,70,100,4.83
498,Yartsevo,RU,2022-01-30 06:38:02,55.0667,32.6964,24.31,94,100,13.82
499,Sao Miguel Do Araguaia,BR,2022-01-30 06:38:03,-13.275,-50.1628,69.75,96,100,4.94
500,Monkey Bay,MW,2022-01-30 06:39:03,-14.0728,34.9201,76.62,75,12,6.82
501,Northam,GB,2022-01-30 06:39:03,51.0333,-4.2167,41.31,83,21,2.01
502,Riyadh,SA,2022-01-30 06:39:03,24.6877,46.7219,51.85,50,0,10.36
503,Grand Baie,MU,2022-01-30 06:39:04,-20.0182,57.5802,87.46,60,34,10.0
504,Broome,US,2022-01-30 06:39:04,42.2506,-75.833,7.2,82,0,4.0
505,Gimli,CA,2022-01-30 06:39:04,50.6336,-96.9907,-2.18,84,95,6.91
506,Pathein,MM,2022-01-30 06:39:05,16.7833,94.7333,82.13,38,5,14.45
507,Okato,NZ,2022-01-30 06:39:05,-39.2,173.8833,68.68,78,0,9.37
508,Saint-Michel-Des-Saints,CA,2022-01-30 06:39:05,46.6834,-73.9159,-1.41,82,100,8.34
509,Rovaniemi,FI,2022-01-30 06:39:05,66.5,25.7167,13.41,85,100,12.66
510,Kjopsvik,NO,2022-01-30 06:39:06,68.097,16.3742,28.17,78,100,6.76
511,Aginskoye,RU,2022-01-30 06:39:06,51.1,114.53,4.33,81,11,9.22
512,Saldanha,ZA,2022-01-30 06:36:53,-33.0117,17.9442,66.25,67,0,11.03
513,Waingapu,ID,2022-01-30 06:39:06,-9.6567,120.2641,87.08,62,87,16.73
514,Amalapuram,IN,2022-01-30 06:39:07,16.5833,82.0167,82.78,34,43,4.7
515,Simao,CN,2022-01-30 06:39:07,22.7886,100.9748,69.08,30,0,6.89
516,San Cristobal,VE,2022-01-30 06:39:07,7.7669,-72.225,62.96,89,59,3.51
517,Cururupu,BR,2022-01-30 06:39:07,-1.8283,-44.8683,72.23,97,100,2.71
518,Niono,ML,2022-01-30 06:39:08,14.2526,-5.993,66.81,17,100,10.33
519,Bronnoysund,NO,2022-01-30 06:39:08,65.4625,12.1997,33.8,86,75,27.63
520,Fenoarivo,MG,2022-01-30 06:34:58,-18.933,47.4354,71.67,68,40,3.44
521,Villa Maria,AR,2022-01-30 06:39:08,-32.4075,-63.2402,60.82,87,0,7.34
522,Ucluelet,CA,2022-01-30 06:39:09,48.9329,-125.5528,44.1,92,100,4.0
523,Bakchar,RU,2022-01-30 06:35:33,57.0186,82.0711,12.63,86,92,6.15
524,Bandrele,YT,2022-01-30 06:39:09,-12.9067,45.1914,85.75,74,0,3.44
525,Eydhafushi,MV,2022-01-30 06:39:09,5.1033,73.0708,82.54,68,53,11.81
526,Cartagena,CO,2022-01-30 06:36:44,10.3997,-75.5144,76.62,78,0,6.91
527,Penzance,GB,2022-01-30 06:38:02,50.1186,-5.5371,47.41,76,48,5.08
528,Birin,NP,2022-01-30 06:39:09,26.8865,88.0718,49.64,60,62,5.08
529,Clyde River,CA,2022-01-30 06:39:10,70.4692,-68.5914,-16.37,69,75,4.61
530,Pandan,PH,2022-01-30 06:39:10,14.0453,124.1694,84.31,68,10,3.58
531,Kota Kinabalu,MY,2022-01-30 06:39:10,5.9749,116.0724,89.58,70,20,6.91
532,Ahuimanu,US,2022-01-30 06:39:10,21.4447,-157.8378,73.45,73,0,6.91
533,Wadi,IN,2022-01-30 06:39:11,17.0667,76.9833,81.64,18,60,3.44
534,Bahir Dar,ET,2022-01-30 06:39:11,11.5936,37.3908,72.84,46,3,3.69
